X.SampleID	OrigDate	ecotype	geoloc	Host	Lat_Lon	Library.Name	Organism	Replicate	sampleident	sampletype	sampletype2	sampleident2	location	orchardvineyard	sample_type	sex	repcol1	repcol2	coi_SRR	coi_location	species	perc_wolb	reads1	reads1_noW	wolb	fnd	fndl	wolbplot	sexplot	reads	reads_noW	fnd2	fndl2	sortorder	latitude	longitude	date	MaxTemp	MinTemp	AvgTemp	MaxcDHI	AvgcDHI	MaxcDNI	AvgcDNI	MaxcGHI	AvgcGHI	MaxDP	MinDP	AvgDP	MaxDHI	AvgDHI	MaxFF	AvgFF	MaxRH	MinRH	AvgRH	MaxSZA	MinSZA	AvgSZA	MaxSA	MinSA	AvgSA	MaxPress	MinPress	AvgPres	MaxPW	MinPW	AvgPW	MaxWD	MinWD	AvgWD	MaxWS	MinWS	AvgWS	MaxUVO	AvgUVO	MaxUVI	AvgUVI
SRR21280645	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0773	Drosophila sp. (in: flies)	rep_629	fly.0320	fly.M	fly	fly.0320	Blenheim	vineyard	fly	M	rep_484	rep_484	SRR21191724	USA: Virginia	dmel	0.004107499	8521	8486	N	MNdmel	MNdmelBlenheim	N	M	8928	8887	MNdmel	MNdmelBlenheim	194	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280656	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0763	Drosophila sp. (in: flies)	rep_619	fly.0310	fly.M	fly	fly.0310	Blenheim	vineyard	fly	M	rep_629	rep_629	SRR21191735	USA: Virginia	dmel	0.087512185	9233	8425	N	MNdmel	MNdmelBlenheim	N	M	9909	9069	MNdmel	MNdmelBlenheim	195	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280665	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0755	Drosophila sp. (in: flies)	rep_611	fly.0301	fly.F	fly	fly.0301	Blenheim	vineyard	fly	F	rep_271	rep_271	SRR21191745	USA: Virginia	dmel	0.006366308	8168	8116	N	FNdmel	FNdmelBlenheim	N	F	8340	8287	FNdmel	FNdmelBlenheim	196	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280651	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0767	Drosophila sp. (in: flies)	rep_623	fly.0314	fly.M	fly	fly.0314	Blenheim	vineyard	fly	M	rep_577	rep_577	SRR21191731	USA: Virginia	dmel	0.232910356	9772	7496	N	MNdmel	MNdmelBlenheim	N	M	10076	7719	MNdmel	MNdmelBlenheim	197	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280658	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0761	Drosophila sp. (in: flies)	rep_617	fly.0308	fly.M	fly	fly.0308	Blenheim	vineyard	fly	M	rep_302	rep_302	SRR21191738	USA: Virginia	dmel	0.00110788	7221	7213	N	MNdmel	MNdmelBlenheim	N	M	7988	7979	MNdmel	MNdmelBlenheim	198	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280654	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0764	Drosophila sp. (in: flies)	rep_620	fly.0311	fly.M	fly	fly.0311	Blenheim	vineyard	fly	M	rep_039	rep_039	SRR21191734	USA: Virginia	dmel	0.016669082	6899	6784	N	MNdmel	MNdmelBlenheim	N	M	6193	6073	MNdmel	MNdmelBlenheim	199	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280657	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0762	Drosophila sp. (in: flies)	rep_618	fly.0309	fly.M	fly	fly.0309	Blenheim	vineyard	fly	M	rep_572	rep_572	SRR21191737	USA: Virginia	dsim	0.067142441	6866	6405	N	MNdsim	MNdsimBlenheim	N	M	7403	6925	MNdsim	MNdsimBlenheim	200	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280653	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0765	Drosophila sp. (in: flies)	rep_621	fly.0312	fly.M	fly	fly.0312	Blenheim	vineyard	fly	M	rep_124	rep_124	SRR21191733	USA: Virginia	dmel	0.096312057	7050	6371	N	MNdmel	MNdmelBlenheim	N	M	7633	6959	MNdmel	MNdmelBlenheim	201	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280649	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0769	Drosophila sp. (in: flies)	rep_625	fly.0316	fly.M	fly	fly.0316	Blenheim	vineyard	fly	M	rep_503	rep_503	SRR21191729	USA: Virginia	dmel	0.465090569	11759	6290	Y	MYdmel	MYdmelBlenheim	Y	M	12101	6442	MYdmel	MYdmelBlenheim	202	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280673	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0749	Drosophila sp. (in: flies)	rep_605	fly.0294	fly.F	fly	fly.0294	Blenheim	vineyard	fly	F	rep_258	rep_258	SRR21191380	USA: Virginia	dmel	0.254393959	7681	5727	Y	FYdmel	FYdmelBlenheim	Y	F	7916	5915	FYdmel	FYdmelBlenheim	203	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280964	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0746	Drosophila sp. (in: flies)	rep_602	fly.0291	fly.F	fly	fly.0291	Blenheim	vineyard	fly	F	rep_382	rep_382	SRR21191383	USA: Virginia	dmel	0.472784401	10821	5705	Y	FYdmel	FYdmelBlenheim	Y	F	11324	6048	FYdmel	FYdmelBlenheim	204	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280660	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0759	Drosophila sp. (in: flies)	rep_615	fly.0306	fly.M	fly	fly.0306	Blenheim	vineyard	fly	M	rep_124	rep_124	SRR21191740	USA: Virginia	dmel	0.169390137	6854	5693	N	MNdmel	MNdmelBlenheim	N	M	7390	6187	MNdmel	MNdmelBlenheim	205	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280647	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0771	Drosophila sp. (in: flies)	rep_627	fly.0318	fly.M	fly	fly.0318	Blenheim	vineyard	fly	M	rep_124	rep_124	SRR21191727	USA: Virginia	dmel	0.354617278	7721	4983	Y	MYdmel	MYdmelBlenheim	Y	M	8152	5304	MYdmel	MYdmelBlenheim	206	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280672	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0750	Drosophila sp. (in: flies)	rep_606	fly.0295	fly.F	fly	fly.0295	Blenheim	vineyard	fly	F	rep_172	rep_172	SRR21191379	USA: Virginia	dsim	0.471967836	8954	4728	Y	FYdsim	FYdsimBlenheim	Y	F	9480	5110	FYdsim	FYdsimBlenheim	207	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280669	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0752	Drosophila sp. (in: flies)	rep_608	fly.0298	fly.F	fly	fly.0298	Blenheim	vineyard	fly	F	rep_179	rep_179	SRR21191376	USA: Virginia	dmel	0.42797635	7442	4257	Y	FYdmel	FYdmelBlenheim	Y	F	8006	4697	FYdmel	FYdmelBlenheim	208	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280661	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0758	Drosophila sp. (in: flies)	rep_614	fly.0305	fly.M	fly	fly.0305	Blenheim	vineyard	fly	M	rep_616	rep_616	SRR21191741	USA: Virginia	dmel	0.488064791	7038	3603	Y	MYdmel	MYdmelBlenheim	Y	M	7202	3643	MYdmel	MYdmelBlenheim	209	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280967	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0744	Drosophila sp. (in: flies)	rep_600	fly.0289	fly.F	fly	fly.0289	Blenheim	vineyard	fly	F	rep_340	rep_340	SRR21191386	USA: Virginia	dmel	0.754519712	9182	2254	Y	FYdmel	FYdmelBlenheim	Y	F	9513	2362	FYdmel	FYdmelBlenheim	210	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280646	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0772	Drosophila sp. (in: flies)	rep_628	fly.0319	fly.M	fly	fly.0319	Blenheim	vineyard	fly	M	rep_124	rep_124	SRR21191726	USA: Virginia	dmel	0.656194903	6239	2145	Y	MYdmel	MYdmelBlenheim	Y	M	6524	2300	MYdmel	MYdmelBlenheim	211	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280667	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0754	Drosophila sp. (in: flies)	rep_610	fly.0300	fly.F	fly	fly.0300	Blenheim	vineyard	fly	F	rep_264	rep_264	SRR21191746	USA: Virginia	dmel	0.747318798	8485	2144	Y	FYdmel	FYdmelBlenheim	Y	F	8815	2239	FYdmel	FYdmelBlenheim	212	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280648	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0770	Drosophila sp. (in: flies)	rep_626	fly.0317	fly.M	fly	fly.0317	Blenheim	vineyard	fly	M	rep_482	rep_482	SRR21191728	USA: Virginia	dmel	0.688688834	6887	2144	Y	MYdmel	MYdmelBlenheim	Y	M	7248	2331	MYdmel	MYdmelBlenheim	213	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280664	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0756	Drosophila sp. (in: flies)	rep_612	fly.0302	fly.F	fly	fly.0302	Blenheim	vineyard	fly	F	rep_277	rep_277	SRR21191744	USA: Virginia	dmel	0.723435226	6870	1900	Y	FYdmel	FYdmelBlenheim	Y	F	7186	2037	FYdmel	FYdmelBlenheim	214	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280652	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0766	Drosophila sp. (in: flies)	rep_622	fly.0313	fly.M	fly	fly.0313	Blenheim	vineyard	fly	M	rep_352	rep_352	SRR21191732	USA: Virginia	dmel	0.78642304	8264	1765	Y	MYdmel	MYdmelBlenheim	Y	M	8636	1924	MYdmel	MYdmelBlenheim	215	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
SRR21280670	10/3/18	wild type	USA: Virginia	Drosophila	37.95 N 78.50 W	lib_0751	Drosophila sp. (in: flies)	rep_607	fly.0297	fly.F	fly	fly.0297	Blenheim	vineyard	fly	F	rep_308	rep_308	SRR21191377	USA: Virginia	dmel	0.923532468	9625	736	Y	FYdmel	FYdmelBlenheim	Y	F	9940	747	FYdmel	FYdmelBlenheim	216	37.95	78.5	43376	29.6	18.1	23.3208333333333	106	37.2083333333333	798	254.208333333333	667	195.583333333333	22.4	18.1	19.9666666666667	332	63.625	100	5.375	100	57.92	83.6604166666667	145.43	42.55	93.1016666666667	0.16	0.16	0.16	992	990	990.958333333333	4.3	3.4	3.74166666666667	305	148	267.583333333333	0.5	0.1	0.15	39.4163	10.9333375	30.9616	8.5547875
