Feature ID,kingdom,phylum,class,order,family,genus,species
d29347f3b44991908d9637bb12faaf65,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__viridiflava
983d1ca8f6a55ba907b1c79906f1d84f,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,,
b7244ea7fb75511464dfe7e54d742044,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
e2ec4075fa42ccfedcc2c929d95d6ed5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
56c03d013d5436c3c5ec4623522dd756,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter,
a3094b4db13538df6ebd76b0ced4f39d,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
5b993d1e604f0c7e3b613791618f54b8,k__Bacteria, p__Proteobacteria,,,,,
1cd8f149c48071514092f6f116cd715c,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__
2e7ba2e8a0edfac63d7f2de11b493d66,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
5b1df97e302deec6458a4cd32e28a336,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
a97b9cf658a0c3736061e1185726e5fb,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae, g__Staphylococcus,
a707c1756a2eff15d003689ecae3a592,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
c9e4eea73baef8ee033cf2b9d16c6189,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae, g__Listeria,
0d87bd2a129cba3412060487c209e8bd,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__SCA1145
9489650ff7365fbfdac60d72947bea37,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__brevis
8ac044da0b684bc9c7435391bcdceee3,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__mesenteroides
715c710e81fdeaaf8fe279407a2b8b00,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
168884dbe4289f8e3beae0fe48f34855,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Commensalibacter, s__intestini
26fc4e5f82712ce3eeb015d772297388,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__
9a858e1ac9b139a6aea15c77ed5b504a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
5f778802948aeeb26fba86a5d5666c96,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
b82399dadada437469307633b00c6a57,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus,
f8a8ebce9ca4c820b0763c4fc6c75cd9,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
a8dfef86556255e92c8e26f7b83c4768,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
b8ebcbcc7e90ff461502fbfefde12dcb,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
6274821335510af85980219e26bb88cf,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
d2c3bb0622696d77ac03585ea71f9bee,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
8bb672f5f4acb01e511c9d3b7a32916a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
b2b3feb96ef0689cfd3a7d84b4fa301d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter,
356b3275b21eac30defc406af4ea573e,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae,,
c93cf87205ba11c72386f63cc774eace,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter,
4046cf964017176556a76eb5a938b3ae,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
27115c0be059300ae7a56a8c135f681e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Skermanella, s__
1554be5ae77e97197945ba28c4ecfad2,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Arthrobacter,
b82ac37eaadef0cb98fa3923fca17e5f,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
d3aeb1ab5140733709db369ebf39049a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
104ed9d4092476255a4fcf2c1cbda1ac,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
9e37da335673572d078593d0934b11a0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae, g__Phormidium, s__
dd8fa695d75a6d3ba21957ad964bb589,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__
0c0f2a92ad5b9101a24a2345f5e78602,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__viridiflava
7cd026cfdf824a2798569a327ff4c19c,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__
9fa38da5c450085b30000c85dc27fa94,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Williamsiaceae, g__Williamsia, s__
b78dcf19b4b2b4077a59ecce9a7fd2e1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconobacter, s__
050bd74c94087d16aa13100234c17d8a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
d067c63f03b6356ba18dbc9e813f3a6b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__Balneimonas, s__
5a88335ef742fc967673fb517d640d4f,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,,
ced32fdafc41e34a1ed714c2d5352cb0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Skermanella, s__
b9a368ade61d78efe5fde2c3d0b3cf4c,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__succinicans
eac72d63293b9608929b616bfaa93aa9,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
9728d4903401de5bff14d57ec437e9fb,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
41eccc6ce1ced0d42398a1ae60e52aa7,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Wautersiella, s__
6303cbf6c93d1cbde3ab495efbf1d703,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae, g__Phormidium, s__
297a6c4d2cf5cde4a7e06b1d7597c2ae,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__brevis
7a3d1f396a7e4390263841f763c7521c,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
bd08468d116ccd470525199b26288540,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
406022d4145412fac9f44ff3420ab142,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
1a2553bced7a203b85c4ff2f42f26f44,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__
c0e6fc45104d0b60cf6e439f21486909,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,,
4a2791c20c824346127b9a696a76a001,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Myroides, s__odoratimimus
336cfa003852a0d40aad9ede7ea69f43,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Skermanella, s__
c60f54bfc09f78f699eaec8f56e39221,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__, s__
9dae4240b52194b087e723066309f7d7,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
7c4c0663f8cc119c9f1cb40a61d484f7,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
b38dd8fa2001874559f5c2a0b5f50157,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Geodermatophilaceae, g__, s__
c4deaed083a9079c178b9d2701e47102,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Skermanella, s__
1446838b69ac3ca4179547b8a9b58638,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__
1e91adfc545a9300ebc5e94da1688844,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__SCA1170
c5d2b428b1161cc1293b9dc31a45ca45,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__Balneimonas, s__
fe23ed870b85fcaacf1d0930fd13cc1e,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter,
ff6a331a8c761dd150a79a228bcccc0c,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
ed3b378e564c27917edaece2f41fd2b9,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
e16e9cd691a2f4b74ef515b664b8d737,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Skermanella, s__
36ec2a5cb98d2a470d6282a1835f0bcd,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__umsongensis
6eaa9e22b8d9d6ebcb955fb9bc623da9,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacteraceae,,
37347f0a2725a4ac122594456129621a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__viridiflava
ca4cb07ae52e7f8a3f89a5d709618791,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__
5592d4352a2ac1b6d4aba42836b209ad,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__Candidatus Xiphinematobacter, s__
108f7d42c766abe34f677bfc6264c93b,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Streptophyta, f__, g__, s__
e1aa9038aa0ddf91116ca8eab1cdc736,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria,,
6e1f6277d44a9d626284571d5a68f462,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
de68b66e30bfdfdc850d6e75f7219080,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
f5628864b43f2c4298b1a6da43cf60a5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__intermedius
91cff5ae5cf7c60dea30c0641d884bd3,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteibacter, s__rhizovicinus
9685c88c22c1068a273757e19c2ed5dd,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
e73c482f52cd779fa4e30f1c563def88,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__Cellvibrio, s__
45015f8109a849c9122fbb926df98802,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
a985ecbec437d674918a4a06f5a94696,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
72a8abebffb6218b83418ca91bf26c9c,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
66f956411dec009c36e15702d5d37345,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
9975c8f441d110715f11928f41830fb7,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides,
02a0509641fec5b604930b9d37aa7864,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
5d361284946e96e28fdb5ef48b17d3d2,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae,,
d66f2e5a51607e46ae75b9e13bfe2243,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
4bc5855a042c7a54af6af1392bd69261,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acetobacter, s__
a71e87c7677eca410b90d4d605f9ec09,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
8bdfbbee70e202037288e3a9f9611179,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,
b0f4fd8d326f1d1092246ec12d957fa3,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae,,
6298f61fcb5a609aae1c5501c8b21ea1,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__
80d04fe8ca9a6ef5f9cdf20be2fa542b,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae, g__Phormidium,
2bb34f6acea92ad70b508639a1961f9a,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__diazotrophicus
cca3cf2fa92f57509e9f6bccaab1f826,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__Steroidobacter, s__
052246346ad1bba93f1946dd557c785a,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nakamurellaceae, g__, s__
9180aecbf0c4c7cf67bed415278b2fe0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
da490b8c635d36039f6e857427b35a1b,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
bb8ca46e680bf28a07204efa6ee9fbe9,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
0ebf93353e309b584b338ef11c9deae4,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
6f8648f18136d2b6fbf01efec24f4001,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
a2bce35a0cfba2bd487272d7c20df630,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cellulomonadaceae, g__Cellulomonas, s__xylanilytica
691895a05c119e9f0a69b3f880810e8a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
a43d98881327eea9f74fed593a173ae7,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,,
9cc39b9f2aae55b7636542348ccb3955,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
e39b48590d0ee104d550c8e672510a93,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Phycicoccus, s__
1a0e74bceed9c6fcabcce31d76d7e800,k__Bacteria,,,,,,
984a3ead6368abe58ea97f31065a9231,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Gluconacetobacter, s__diazotrophicus
bb25d80d49416d9f72d0ff43fa98cf8f,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nakamurellaceae, g__, s__
82cd4d329b0a05e16c490b2e1b09ef17,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Amaricoccus, s__
31c64f0819e08b3b47d10c6eec879576,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__Solirubrobacter, s__
3c090a5c888f6268f4fff07bda1c1f3f,k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__
eccbd7bc4b6fb0dcfb50827cb18b0166,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
3aff2c9169aa82e07ae01aee5d31cf9c,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
39d0ad89168660d3ca17164006d31f8f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__Bradyrhizobium,
1d0a77368b9cfc1357412578ae0f6a3a,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__Steroidobacter, s__
1b434695fe377227b551abc66f7a8cfb,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
86f0defc70912549e960d832a950a378,k__Bacteria, p__Chloroflexi, c__TK10, o__AKYG885, f__Dolo_23, g__, s__
a9ccdc4747114ba8f6c6a68f4ab8f6e8,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__
1b0218ff2289ddfc6491c69e4ec7e001,k__Bacteria, p__Actinobacteria, c__Rubrobacteria, o__Rubrobacterales, f__Rubrobacteraceae, g__Rubrobacter, s__
9a0acf8012c428e3eff3e454c1556860,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__
70fdef2fe4d4e6b3a8431653f4bedd97,k__Bacteria, p__Chloroflexi, c__Thermomicrobia, o__JG30-KF-CM45, f__, g__, s__
c2525c201894606de1c3ea0873ba4181,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
f59cd64ad75fa8dc2232bfc4d2c51031,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__
1466e10a4191d0916db22782ac22a5dc,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__rhizosphaerae
873b5fd8d3cf5a6d116662a81bec9e57,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Actinomycetospora, s__
755d4efcf5d9fcc9ab35b6af8b40b50c,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
01d0cd3c1ccab4d7c81049be9ce9349b,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
1eeef463856d2ef8b8bdd8277a7154d7,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
a2b59a90952518e0804300e2f6816fcc,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__halophobica
40a16a5b5d15a210604efb255a83457e,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
5d87828050a4ef2e304cb4768e59521e,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__succinicans
e040c2170192a2cd6b3eecc90b23ca3b,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
45e39169111dd5a5c3b51c5773e5c5fa,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__
2afe81a0bfa3a2142058d1197e527e93,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__
f5cf5f82530ccfcccdeadbbed658c4f4,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrososphaerales, f__Nitrososphaeraceae, g__Candidatus Nitrososphaera, s__SCA1145
807e0731865c27401b2cd57e2d3a37d1,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__, g__, s__
e4437e0791ad7e3a3297f01a3fba3295,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Salinibacterium,
5899eb20f50ada826abbc9b0445eedd9,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__, s__
44d93eda62d2719baf8c6418dedbf58c,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
d8c374090075051ff8796db3b57c3bf1,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
a7308d9bf7f762a4d0c82e9ef2bfd6c4,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__mb2424, g__, s__
9e3b8ec3a772696a4e55cf311919f1bd,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,
82d949900c8e3dc2d844c082ba1c9689,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
1427ee9f95aafa461eedac08bc1ee401,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__succinicans
