"","cluster","pval","rho","sum","fdr","test","taxonomy"
"15","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Acetobacter",0.000162152539282221,0.411910429016062,6025,0.00140532200711259,"latitude","genus"
"16","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_NA",0.000298106215343251,-0.396447047348874,333,0.00193769039973113,"latitude","genus"
"17","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Gluconobacter",0.00183920543330759,-0.345134317829684,12005,0.00956386825319946,"latitude","genus"
"18","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_ o__Enterobacteriales_ f__Enterobacteriaceae_NA",0.045147164902477,0.226063133486941,1165,0.1956377145774,"latitude","genus"
"19","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Gluconacetobacter",3.02677857212679e-05,-0.451023192236577,3331,0.000549898974439276,"longitude","genus"
"20","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_ o__Pasteurellales_ f___ g__",4.22999211107135e-05,0.443595958362145,1373,0.000549898974439276,"longitude","genus"
"21","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Acetobacter",0.000169078247641991,-0.410871983780169,6025,0.00146534481289726,"longitude","genus"
"22","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_NA",0.000321869953668695,0.394444868534091,333,0.00209215469884652,"longitude","genus"
"23","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Gluconobacter",0.00271376483195775,0.33297404252374,12005,0.0141115771261803,"longitude","genus"
"24","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_ o__Enterobacteriales_ f__Enterobacteriaceae_NA",0.0423256700652713,-0.22903163258716,1165,0.161990301513321,"longitude","genus"
"25","k__Bacteria_ p__Firmicutes_ c__Clostridia_ o__Clostridiales_ f__Ruminococcaceae_NA",0.0489990174226819,0.222248826381976,35,0.161990301513321,"longitude","genus"
"26","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_NA_NA_NA",0.0498431696964064,0.221446080829169,118,0.161990301513321,"longitude","genus"
"27","k__Bacteria_ p__Proteobacteria_ c__Betaproteobacteria_ o__Burkholderiales_NA_NA",5.05252991924482e-10,0.62975902670196,89,1.31365777900365e-08,"date","genus"
"28","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodobacterales_ f__Rhodobacteraceae_NA",1.56236463638166e-06,0.51019440450673,97,2.03107402729615e-05,"date","genus"
"29","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_ o__Pasteurellales_ f___ g__",2.97249210212826e-06,0.498256689461007,1373,2.57615982184449e-05,"date","genus"
"30","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodobacterales_ f__Rhodobacteraceae_ g__Rhodobacter",1.42442690293355e-05,0.46714345540238,92,9.2587748690681e-05,"date","genus"
"31","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Commensalibacter",3.33450196906066e-05,-0.44889224987748,11925,0.000173394102391154,"date","genus"
"32","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_NA",0.000335485753272361,0.393358018102727,333,0.00145377159751357,"date","genus"
"33","k__Bacteria_ p__Firmicutes_ c__Clostridia_ o__Clostridiales_ f__Ruminococcaceae_NA",0.00636966369845587,0.30446669558195,35,0.0225019074122256,"date","genus"
"34","k__Bacteria_ p__Bacteroidetes_ c__Bacteroidia_ o__Bacteroidales_ f__Porphyromonadaceae_ g__",0.00692366381914635,0.30152914849859,71,0.0225019074122256,"date","genus"
"35","k__Bacteria_ p__Actinobacteria_ c__Actinobacteria_ o__Actinomycetales_ f__Corynebacteriaceae_ g__Corynebacterium",0.00798848808086701,0.296421399337855,18,0.023077854455838,"date","genus"
"36","k__Bacteria_ p__Proteobacteria_ c__Gammaproteobacteria_NA_NA_NA",0.0092557402986238,0.291070072477902,118,0.0240649247764219,"date","genus"
"37","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhizobiales_ f__Methylobacteriaceae_ g__Methylobacterium",0.0239571313339167,0.253893090063475,151,0.0566259467892577,"date","genus"
"38","k__Bacteria_ p__Firmicutes_ c__Bacilli_ o__Lactobacillales_ f__Enterococcaceae_NA",0.0403880648222653,0.231166694424287,45,0.0875074737815747,"date","genus"
"39","k__Bacteria_ p__Proteobacteria_ c__Alphaproteobacteria_ o__Rhodospirillales_ f__Acetobacteraceae_ g__Tanticharoenia",0.0491240270294669,0.222129234632224,50,0.0982480540589338,"date","genus"
